,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Date
18603,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good quality.,Victor,5.0,United Kingdom,nan,Verified Purchase,Perfect,2020-03-11
18608,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,On how it works,Elzbieta,5.0,United Kingdom,nan,Verified Purchase,Works very well.,2020-02-15
18611,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good dumbbells,John H,5.0,United Kingdom,nan,Verified Purchase,Very handy with the extra bar,2019-12-17
18620,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,5 stats,Marc,5.0,United Kingdom,nan,Verified Purchase,Excellent for home workout. Great quality dumbbells,2020-01-02
18651,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Worth the money,Kayleigh Sarsfield,5.0,United Kingdom,nan,Verified Purchase,Good quality weights easily adjustable and good size full bar when connected together. These were by far the cheapest weights for the quality of them.,2019-12-29
18678,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great for the Price.. happy customer,roy currah,5.0,United Kingdom,nan,Verified Purchase,Impressive set of weights for the price..used most days and no problems,2020-01-13
18685,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Do not buy,Amazon Customer,1.0,United Kingdom,nan,Verified Purchase,"Arrived late, poor quality and cast iron did not fit the bars, AVOID",2020-01-22
18695,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good quality - my son is enjoying working out with them,DancingDebs,5.0,United Kingdom,nan,Verified Purchase,"The ability to change from a long bar to a short bar is really good, plus being able to change the weights easily.",2019-12-20
18696,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Brilliant.,Cameron G.,5.0,United Kingdom,nan,Verified Purchase,Very good product. Speedy delivery and can be used for a wide variety of exercises. Perfect for beginners and people stuck in isolation.,2020-03-20
18722,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,good quality,jamie,5.0,United Kingdom,nan,Verified Purchase,dont like going to gym these weights do the job,2020-01-31
18723,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Overall great for beginners,BLANK,4.0,United Kingdom,nan,Verified Purchase,"Great product, packaging well done. Product is good quality and worth the price. Very pleased",2020-01-13
18728,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Poor quality,MR JAMES WINROW,2.0,United Kingdom,nan,Verified Purchase,Poor quality threads mean weights don’t feel securely held on. Bar not long enough.,2020-03-25
18729,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Excellent,Roger Vincoletto,5.0,United Kingdom,nan,Verified Purchase,"Excellent product, easy to use and very comfortable. It’s compact, don’t take any space. Exactly what I was looking for.",2020-03-24
18731,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Quality,gary christie,5.0,United Kingdom,nan,Verified Purchase,Good product.  Feels nice quality.,2020-01-03
18735,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good quality,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Good quality and well made. As shown in the pictures,2020-03-25
18752,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great product,ian c elwiss,5.0,United Kingdom,nan,Verified Purchase,"Bought these for my son, he uses them every day",2019-12-12
18766,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good purchase,Andreanaz,5.0,United Kingdom,nan,Verified Purchase,Very sturdy product and quite compact for what it is.,2020-03-01
18769,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Very good quality,SYEDA KHATUN,5.0,United Kingdom,nan,Verified Purchase,Very good quality,2019-12-29
18780,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great dumbells,darren,5.0,United Kingdom,nan,Verified Purchase,Great quality piece of kit,2020-03-25
18781,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great balue,Bernadette B.,5.0,United Kingdom,nan,Verified Purchase,Ordered for my son and must say I’m really impressed. Excellent value thank you.,2020-03-24
18782,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,top quality,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,me and my wife love it ! recommend.,2020-04-01
18783,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,"All Perfect, very good quality",Andrea,5.0,United Kingdom,nan,Verified Purchase,Very good quality materials,2020-03-14
18791,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Excellent,Alex,5.0,United Kingdom,nan,Verified Purchase,Excellent,2020-01-11
18793,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Dumbbell,Radim lukšo,5.0,United Kingdom,nan,Verified Purchase,"Worth the money, making little gym at home and this dumbbells help a lot.",2019-12-23
18804,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good value for money weights,Jonathan h,5.0,United Kingdom,nan,Verified Purchase,Really good quality weights very pleased with them,2020-02-13
18810,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,"Excellent product, excellent service.",Daryl Leslie,5.0,United Kingdom,nan,Verified Purchase,"Excellent product, excellent service, all good.",2020-02-24
18829,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Top quality,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Really well packaged and lovely versatile weights. Perfect for home workouts,2020-03-25
18844,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good product.,zachary k.,5.0,United Kingdom,nan,Verified Purchase,"Good product, good value, arrived quickly, is as described.",2020-04-01
18853,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good quality,Muhammad Anayetul Karim,5.0,United Kingdom,nan,Verified Purchase,Good quality,2020-03-15
18860,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good quality,Aidan,5.0,United Kingdom,nan,Verified Purchase,Easy to put together,2020-01-27
18861,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Nice buy,balakrishnan,5.0,United Kingdom,nan,Verified Purchase,"Nice comfortable product, does what it says",2020-03-14
18867,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Easy to assemble and good value,Dr RMitra,5.0,United Kingdom,nan,Verified Purchase,Easy to assemble and good value,2020-03-21
18878,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Weights,Laura,3.0,United Kingdom,nan,Verified Purchase,It will do to start off,2020-01-03
18892,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Decent,Lee,4.0,United Kingdom,nan,Verified Purchase,There good and hold responsibly well With additional weight added,2020-02-21
18901,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good bit of kit,Amazon Customer,5.0,United Kingdom,nan,Verified Purchase,Perfect set of weights for someone trying to keep in shape at home.,2020-03-22
18913,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great,Mohammed Asad,5.0,United Kingdom,nan,Verified Purchase,Great item,2020-02-02
18924,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,shortages,Amazon Customer,2.0,United Kingdom,nan,Verified Purchase,shortages in box on deliveryHad to return the item,2020-03-09
18937,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Good quality and easy to use,Roseanne Hicks,5.0,United Kingdom,nan,Verified Purchase,Perfect for home workouts to add a bit of resistance,2020-03-24
18940,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Great set of weights,Sergio,5.0,United Kingdom,nan,Verified Purchase,It’s exactly what you expect and more.Great :),2020-03-28
18941,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,good,Joe Anderson,4.0,United Kingdom,nan,Verified Purchase,"its strong and comfortable , recommend!",2020-03-25
18945,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,Impressed!!!,Penny Dunkley,5.0,United Kingdom,nan,Verified Purchase,"Brought the weights for my partner, he really loves them very good quality, very pleased,  would recommend.",2020-01-13
18978,PROIRON 20kg Cast Iron Adjustable Dumbbell Set Hand Weight with Solid Dumbbell Handles Changed into Barbell Handily Perfect for Bodybuilding Fitness Weight Lifting Training Home Gym,4.6,9906,74.08,lm happy with the ıtems,Murat,5.0,United Kingdom,nan,Verified Purchase,Good ıtems and Good time delivered,2020-02-20
